Band,Song,Guitarist,Technique,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Metallica,Blackened,['James Hetfield'],['Distortion Guitar'],58,1988,0.435,0.853,-7.341,0.124,5.31e-05,0.00746,0.13,0.475,129.218,402144,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Low,Low,Low,Medium,Low,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Spanish Song,Spanish Romance,,['Acoustic Guitar (nylon)'],5,2009,0.552,0.248,-16.022,0.0317,0.869,0.776,0.117,0.293,145.502,450693,,,,,Low,Low,Low,Medium,Low,Medium,0.0,0.0,1.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Metallica,Fade To Black,['James Hetfield'],"['Acoustic Guitar', 'Acoustic Guitar (steel)']",65,1984,0.256,0.929,-6.667,0.113,0.00311,0.201,0.11,0.278,113.47,417227,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Low,Low,Low,Medium,Medium,Medium,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Opeth,Ghost Of Perdition,['M. Akerfeldt'],['Distortion Guitar'],51,2005,0.292,0.818,-6.227,0.0413,0.000697,0.00192,0.0544,0.19,93.924,629480,,,,,Low,Low,Low,Medium,High,Medium,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Led Zeppelin,Rock And Roll,['Jimmy Page'],"['Lead Guitar', 'Distortion Guitar']",70,1971,0.317,0.887,-7.292,0.0375,0.000582,0.00258,0.0891,0.871,169.613,220561,['RobertPlant'],['JohnPaulJones'],['JohnBonham(1948-1980)'],[],Low,Low,Low,High,Medium,Medium,1.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Jimi Hendrix,All Along The Watchtower,,"['Overdriven Guitar', 'Guitar I']",76,1968,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,,,,,Low,Low,Medium,Medium,High,Medium,1.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Pearl Jam,Yellow Ledbetter,['Mike McCREADY'],['Electric Guitar (clean)'],70,1991,0.504,0.354,-11.3,0.0339,0.29,4.71e-06,0.157,0.292,140.87,303587,['EddieVedder'],['JeffAment'],"['MattCameron', 'DaveAbbruzzese']",[],Low,Low,Low,Low,Medium,Medium,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Dream Theater,Another Day,['John Petrucci'],['Distortion Guitar'],55,1992,0.454,0.614,-10.41,0.0302,0.00223,1.16e-05,0.0936,0.343,140.56,263120,['JamesLabrie'],['JohnMyung'],"['MikePortnoy', 'MikeMangini']",['JordanRudess'],Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Radiohead,Paranoid Android,"['JonnyGreenwood', ""EdO'brien""]","['Acoustic Guitar (steel)', 'Guitar 1']",69,1997,0.251,0.848,-6.501,0.0579,0.0377,0.00591,0.0545,0.207,163.709,387213,['ThomYorke'],['ColinGreenwood'],['PhilSelway'],[],Low,Low,Low,High,Medium,Medium,3.0,2.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Tenacious D,The Metal,['Guitar  [Distorted'],['Distortion Guitar'],61,2006,0.623,0.938,-4.161,0.123,0.00296,0.000852,0.48,0.308,112.022,165960,['JackBlack'],[],[],[],Medium,Low,Low,High,Medium,Medium,5.0,2.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
System of a Down,Aerials,['Daron Malakian'],['Electric Guitar (clean)'],76,2001,0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Stevie Ray Vaughan,Little Wing,['Overdub'],['Electric Guitar (jazz)'],61,1984,0.475,0.383,-14.202,0.0375,0.362,0.749,0.0728,0.524,114.709,408480,,,,,Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Judas Priest,Painkiller,['Glenn Tipton'],['Distortion Guitar'],67,1990,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.268,0.101,103.16,365827,['RobHalford'],['IanHill'],"['ScottTravis', 'SimonPhillips', 'DaveHolland(1946-2018)', 'LesBinks']",[],Low,Low,Low,Medium,Medium,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Metallica,The Day That Never Comes,['James Hetfield'],['Electric Guitar (clean)'],58,2008,0.334,0.986,-1.046,0.0576,0.000114,0.0353,0.0805,0.48,124.668,476267,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],High,Low,Low,Medium,High,Medium,8.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Metallica,Fuel,['KirkHammett'],"['Distortion Guitar', 'James Hetfield (Guitar)']",65,1997,0.491,0.951,-3.775,0.0465,2.3e-05,0.00354,0.0424,0.555,106.948,269733,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Low,Low,Low,Medium,High,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Yngwie Malmsteen,Arpeggios From Hell,,['Distortion Guitar'],38,2010,0.442,0.908,-6.019,0.0731,0.00225,0.97,0.116,0.352,93.992,138280,,,,,Low,Low,Medium,Low,Medium,Medium,3.0,5.0,1.0,"['drums_Beginner', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Alice Cooper,Poison,"['BobKulick(1950-2020)', 'AlPitrelli', 'GlenBuxton(1947-1997)', 'MichaelBruce']","['Distortion Guitar', 'Lead guitar']",73,1989,0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,['AliceCooper'],['DennisDunaway'],['NealSmith'],[],Low,Low,Low,Low,Low,Medium,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Dream Theater,Metropolis Part 1 The Miracle And The Sleeper,['John Petrucci'],"['Guitar 1', 'Distortion Guitar']",9,2006,0.247,0.964,-5.127,0.148,0.000828,0.00138,0.951,0.122,99.34,639293,['JamesLabrie'],['JohnMyung'],"['MikePortnoy', 'MikeMangini']",['JordanRudess'],Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Metallica,The Shortest Straw,['James Hetfield'],['Distortion Guitar'],53,1988,0.432,0.906,-7.958,0.108,8.87e-05,0.0448,0.156,0.592,142.767,395102,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Medium,Low,Low,High,Medium,High,4.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Journey,Don't Stop Believin',['NealSchon'],"['Distortion Guitar 1', 'Guitar (Neal Schon)']",82,1981,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,250987,"['StevePerry', 'ArnelPineda', 'JonathanCain']",['RossValory'],['SteveSmith'],[],Low,Low,Low,Medium,Medium,Medium,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Slipknot,Duality,['Mick Thomson'],['Distortion Guitar'],79,2004,0.354,0.982,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,['SidWilson'],"['JimRoot', 'MickThomson']","['PaulGray(1972-2010)', 'AlessandroVenturella']","['JoeyJordison(1975-2021)', 'JayWeinberg', 'ShawnCrahan', 'ChrisFehn']",Low,Low,Low,Medium,High,Medium,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Muse,Plug In Baby,['ChristopherWolstenholme'],"['Distortion Guitar', 'Chris Wolstenholme (Guitar)']",52,2001,0.408,0.965,-4.232,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000,['MatthewBellamy'],['DominicHoward'],[],[],Low,Low,Low,Medium,Low,Medium,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Scorpions,Still Loving You,['Rhythm'],['Distortion Guitar'],73,2011,0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,['KlausMeine'],['PawelMaciwoda'],['MikkeyDee'],[],Low,Low,Low,Low,High,High,4.0,3.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Advanced']"
Buckethead,Soothsayer,,"['Distortion Guitar', 'Lead Guitar']",53,2009,0.23,0.766,-3.849,0.0398,0.000424,0.838,0.159,0.227,151.106,544800,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Steve Vai,For The Love of God,['Steve Vai'],"['Lead Guitar', 'Distortion Guitar']",53,1990,0.152,0.842,-5.783,0.0418,0.00347,0.912,0.115,0.283,95.49,363333,,,,,Low,Low,Low,Low,Medium,Medium,2.0,2.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Cannibal Corpse,Hammer Smashed Face,,"['Distortion Guitar 1', 'Electric Guitar']",57,1992,0.357,0.98,-6.835,0.079,5.22e-05,0.843,0.0768,0.368,96.969,242760,,,,,Low,Low,Low,Medium,Low,Medium,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Joan Jett,I Love Rock N' Roll,,"['Overdriven Guitar', 'Guitar 2']",77,1981,0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379,175173,,,,,Low,Low,Low,Medium,Medium,Medium,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Sungha Jung, Sparkle,['к«иб 1'],['Acoustic Guitar (steel)'],26,2019,0.222,0.216,-15.338,0.0449,0.868,0.769,0.122,0.0654,181.143,347768,,,,,Low,Low,Low,Medium,Medium,High,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Pixies,Where Is My Mind,['JoeySantiago'],"['Distortion Guitar', 'Joey Santiago (Right Guitar)']",78,1988,0.519,0.441,-14.178,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,"['BlackFrancis', 'KimShattuck(1963-2019)']","['KimDeal', 'PazLenchantin']",[],[],Low,Low,Low,Medium,Medium,High,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Dream Theater,Pull Me Under,['John Petrucci'],"['Guitar 1', 'Distortion Guitar']",62,1992,0.532,0.941,-9.025,0.0465,0.000579,0.0527,0.15,0.278,102.198,493933,['JamesLabrie'],['JohnMyung'],"['MikePortnoy', 'MikeMangini']",['JordanRudess'],Low,Low,Low,Medium,Low,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Metallica,Jump In The Fire,['Kirk Hammett'],['Distortion Guitar'],51,1983,0.29,0.911,-5.667,0.0975,0.00617,0.0108,0.331,0.658,178.636,281293,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Low,Low,Low,Low,Medium,High,3.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Death,Spirit Crusher,['Chuck Schuldiner'],['Distortion Guitar'],51,1998,0.289,0.968,-4.049,0.15,4.66e-05,0.0163,0.0569,0.284,97.076,407000,,,,,Low,Low,Low,Medium,Low,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Van Halen,Unchained,['Eddie Van Halen'],['Distortion Guitar'],58,1981,0.528,0.875,-5.912,0.0436,0.0145,0.0,0.138,0.479,136.83,209206,"['DavidLeeRoth', 'SammyHagar', 'GaryCherone']",['MichaelAnthony'],['AlexVanHalen'],[],Low,Low,Low,Medium,Low,High,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Rage Against The Machine,Bombtrack,['Tom Morello'],['Distortion Guitar'],65,1992,0.459,0.926,-3.415,0.155,0.0239,1.93e-05,0.183,0.569,151.534,243453,['ZackdelaRocha'],['TimCommerford'],['BradWilk'],[],Medium,Low,Low,High,Medium,Medium,6.0,2.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Jim Croce,Time In A Bottle,['Track 2'],['Acoustic Guitar (steel)'],67,1972,0.544,0.265,-11.952,0.035,0.848,0.0,0.196,0.7,133.837,146176,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Pearl Jam,Even Flow,['Mike McCready'],"['Lead Guitar 1', 'Distortion Guitar']",76,1991,0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,['EddieVedder'],['JeffAment'],"['MattCameron', 'DaveAbbruzzese']",[],Low,Low,Low,Medium,Medium,Medium,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Pantera,Domination,['DimebagDarrell(1966-2004)'],"['Distortion Guitar', 'Dime Lead Guitar']",64,1990,0.372,0.888,-5.88,0.0943,0.000211,0.00442,0.115,0.555,141.374,305293,"['PhilAnselmo', 'TerryLeeGlaze']",['RexBrown'],['VinniePaul(1964-2018)'],[],Low,Low,Low,Low,Medium,Medium,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Green Day,When I Come Around,['Billie Joe Armstrong'],['Distortion Guitar'],75,1994,0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,97.546,178000,['BillieJoeArmstrong'],['MikeDirnt'],"['TreCool', 'JohnKiffmeyer']",[],Low,Low,Low,Medium,Medium,Medium,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Slipknot,Snuff,['Mick Thomson'],['Acoustic Guitar (steel)'],69,2008,0.544,0.69,-5.723,0.0425,0.012,0.0095,0.0615,0.219,123.962,276147,['SidWilson'],"['JimRoot', 'MickThomson']","['PaulGray(1972-2010)', 'AlessandroVenturella']","['JoeyJordison(1975-2021)', 'JayWeinberg', 'ShawnCrahan', 'ChrisFehn']",Low,Low,Low,Low,Medium,Medium,4.0,2.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Amon Amarth,The Pursuit Of Vikings,['Olavi Mikkonen'],['Distortion Guitar'],57,2004,0.506,0.967,-2.973,0.0451,6.59e-05,0.41,0.167,0.488,129.704,270253,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Alice in Chains,Nutshell,['Jerry Cantrell'],"['Guitar 1', 'Acoustic Guitar (nylon)']",70,1994,0.384,0.561,-10.059,0.0296,0.373,0.253,0.0775,0.159,136.136,259200,"['LayneStaley(1967-2002)', 'WilliamDuvall']","['MikeStarr(1966-2011)', 'MikeInez']",['SeanKinney'],[],Low,Low,Low,Medium,Medium,High,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Kansas,Carry On Wayward Son,['Rich Williams'],"['Rhythm Guitar (Right Spe', 'Distortion Guitar']",76,1976,0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,['SteveWalsh'],"['BillyGreer', 'DaveHope']",['PhilEhart'],[],Low,Low,Low,Medium,Medium,Medium,3.0,3.0,2.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Alice in Chains,Them Bones,['Jerry Cantrell'],['Distortion Guitar'],68,1992,0.159,0.946,-5.756,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,149467,"['LayneStaley(1967-2002)', 'WilliamDuvall']","['MikeStarr(1966-2011)', 'MikeInez']",['SeanKinney'],[],Low,Low,Low,High,High,Medium,2.0,0.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Stone Temple Pilots,Plush,['DeanDeleo'],"['Distortion Guitar', 'Guitar 1']",63,1992,0.426,0.94,-5.279,0.0423,0.00671,1.72e-06,0.14,0.466,144.49,313947,"['ChesterBennington(1976-2017)', 'ScottWeiland(1967-2015)']",['RobertDeleo'],['EricKretz'],[],Low,Low,Low,Medium,Medium,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Toto,Hold The Line,['Steve Lukather'],"['Rythm Guitar', 'Distortion Guitar']",79,1978,0.473,0.898,-4.797,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547,"['JosephWilliams', 'StevePorcaro', 'DavidPaich']",['SteveLukather'],['MikePorcaro(1955-2015)'],"['JeffPorcaro(1954-1992)', 'SimonPhillips']",Low,Low,Low,Low,Medium,High,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Led Zeppelin,Good Times Bad Times,['Jimmy Page'],['Distortion Guitar 2'],68,1969,0.476,0.717,-9.192,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,166267,['RobertPlant'],['JohnPaulJones'],['JohnBonham(1948-1980)'],[],Low,Low,Low,Medium,Low,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Jimi Hendrix,Voodoo Child,['Jimi Hendrix'],['Distortion Guitar'],67,1968,0.214,0.91,-6.662,0.389,0.477,0.00833,0.0517,0.448,175.549,313373,,,,,Low,Low,Low,Medium,High,Medium,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Dire Straits,Brothers In Arms,"['MarkKnopfler', 'DavidKnopfler']",['Overdriven Guitar'],52,1985,0.22,0.44,-9.456,0.0352,0.503,0.862,0.12,0.13,79.095,419400,['ChrisWhite'],['JohnIllsley'],['PickWithers'],['GuyFletcher'],Low,Low,Low,Low,Medium,High,3.0,5.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
C418,Sweden,,"['Acoustic Guitar (nylon)', 'Nylon Guitar']",67,2011,0.642,0.01,-25.164,0.0446,0.992,0.945,0.103,0.197,87.971,215500,,,,,Low,High,Low,Medium,Medium,High,0.0,0.0,,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Red Hot Chili Peppers,Soul To Squeeze,['John'],['Electric Guitar (clean)'],69,2003,0.663,0.546,-5.234,0.0269,0.0322,0.000572,0.107,0.656,88.171,289533,['AnthonyKiedis'],['Flea'],"['ChadSmith', 'JackIrons']",[],Low,Low,Medium,Low,Low,High,5.0,7.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Avenged Sevenfold,Bat Country,['Synyster Gates'],['Distortion Guitar'],69,2005,0.541,0.968,-4.129,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813,['MattShadows'],['JohnnyChrist'],"['JamesOwenSullivan(1981-2009)', 'MikePortnoy', 'BrooksWackerman', 'ArinIlejay']",[],Low,Low,Low,Medium,Medium,Medium,1.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Metallica,For Whom The Bell Tolls,['James Hetfield'],['Distortion Guitar'],72,1984,0.512,0.86,-6.145,0.0703,0.00631,0.00528,0.0652,0.258,117.909,309973,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Low,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Led Zeppelin,Immigrant Song,['Jimmy Page'],"['Rhythm Guitar', 'Overdriven Guitar']",77,1970,0.564,0.932,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937,146250,['RobertPlant'],['JohnPaulJones'],['JohnBonham(1948-1980)'],[],Low,Low,Low,Medium,Medium,High,1.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Jimi Hendrix,Hey Joe,,"['Electric Guitar (jazz)', 'Guitar 1']",69,1967,0.346,0.768,-5.695,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,,,,,Low,Low,Low,Medium,Medium,High,3.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Motley Crue,Kickstart My Heart,['Mick Mars'],['Distortion Guitar'],78,1989,0.465,0.977,-3.839,0.175,0.00111,0.00298,0.201,0.233,89.535,284027,['VinceNeil'],['NikkiSixx'],['TommyLee'],[],Low,Low,Low,Low,Medium,Medium,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Pantera,Walk,['Dimebag  Darrell'],['Distortion Guitar'],74,1992,0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120,"['PhilAnselmo', 'TerryLeeGlaze']",['RexBrown'],['VinniePaul(1964-2018)'],[],Low,Low,Low,Medium,Medium,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Muse,Supermassive Black Hole,['ChristopherWolstenholme'],"['Distortion Guitar', 'Matt Guitare']",77,2006,0.668,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,['MatthewBellamy'],['DominicHoward'],[],[],Medium,Low,Low,Medium,Medium,Medium,5.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Metallica,The Unforgiven,['Kirk Hammett'],['Distortion Guitar'],67,1991,0.531,0.583,-9.47,0.0256,0.0184,0.00624,0.255,0.207,139.503,387160,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Low,Low,Low,Medium,Medium,High,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Death,Crystal Mountain,['Chuck Schuldiner'],['Distortion Guitar'],49,1995,0.261,0.979,-6.218,0.221,4.48e-05,0.0014,0.374,0.362,175.866,307427,,,,,Low,Low,Low,Low,Medium,High,2.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Red Hot Chili Peppers,Otherside,['John Frusciante'],['Electric Guitar (clean)'],79,1999,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,['AnthonyKiedis'],['Flea'],"['ChadSmith', 'JackIrons']",[],Low,Low,Low,Medium,Medium,Medium,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Slipknot,Sulfur,"['CoreyTaylor', 'AndersColsefni']","['Distortion Guitar', 'Mick Thomson (Guitar Lead)']",61,2008,0.278,0.985,-1.934,0.129,0.000234,0.000235,0.104,0.342,104.803,277800,['SidWilson'],"['JimRoot', 'MickThomson']","['PaulGray(1972-2010)', 'AlessandroVenturella']","['JoeyJordison(1975-2021)', 'JayWeinberg', 'ShawnCrahan', 'ChrisFehn']",Low,Low,Low,Medium,Medium,Medium,3.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Childish Gambino,Redbone,,['Electric Guitar (clean)'],83,2016,0.743,0.344,-11.174,0.118,0.169,0.00879,0.103,0.577,160.15,326933,,,,,Medium,Low,Low,High,Low,Medium,10.0,4.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Metallica,Creeping Death,['James Hetfield'],['Distortion Guitar'],59,1984,0.31,0.977,-5.478,0.164,0.000219,0.273,0.0785,0.179,100.626,395707,"['JamesHetfield', 'DaveMustaine']","['CliffBurton(1962-1986)', 'RobertTrujillo', 'JasonNewsted', 'RonMcGovney']",['LarsUlrich'],[],Low,Low,Low,Low,Medium,Medium,3.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
The Oral Cigarettes,Kyouran Hey Kids!!,,['Distortion Guitar'],68,2016,0.526,0.981,-1.82,0.111,0.00318,0.00161,0.187,0.781,142.016,250973,,,,,Medium,Low,Low,Medium,Medium,Medium,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Sabaton,Bismarck,['Tommy Johannson'],['Distortion Guitar 1'],64,2019,0.505,0.859,-5.546,0.0431,0.00346,0.0012,0.263,0.434,95.036,313984,['JoakimBroden'],['ParSundstrom'],['HannesVanDahl'],[],Low,Low,Low,Medium,Medium,Low,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
