Band,Song,Guitarist,Technique,Difficulty,Score,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Energy_Mean_Drums_N,Energy_Mean_Piano_N,Energy_Mean_Bass_N,Energy_std_Drums_N,Energy_std_Piano_N,Energy_std_Bass_N,BPM_Mean_Drums_N,BPM_Mean_Piano_N,BPM_Mean_Bass_N,BPM_std_Drums_N,BPM_std_Piano_N,BPM_std_Bass_N,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Combine_Energy_BPM_Drums,Combine_Energy_BPM_Piano,Combine_Energy_BPM_Bass,Difficulty_Level_Drums,Difficulty_Level_Piano,Difficulty_Level_Bass,Quantity_Relevance_Drums,Quantity_Relevance_Bass,Quantity_Relevance_Piano,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Judas Priest,Breaking The Law,['Glenn Tipton'],['Distortion Guitar'],Intermediate,3/8,71,1980,0.362,0.961,-5.664,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,['RobHalford'],['IanHill'],"['ScottTravis', 'SimonPhillips', 'DaveHolland(1946-2018)', 'LesBinks']",[],0.1463345304582538,4.869354878120366e-06,0.0742572658149335,0.0859499396685298,3.4850794845470334e-07,0.0363636282356415,0.3844828603127204,0.417426225431207,0.3334038887268131,0.573751587472852,0.4920830138729379,0.2908708967093542,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.1522731846599936,0.0772708281112732,5.066966574526916e-06,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Gojira,Silvera,,"['Distortion Guitar', 'Joe Duplantier (Guitar)']",Intermediate,4/8,61,2016,0.333,0.959,-4.348,0.072,3.19e-06,0.0563,0.299,0.242,137.052,212653,,,,,0.3818393217632681,1.8360098283584749e-06,0.0925609184253185,0.3722151742260796,7.581888378411236e-08,0.0723292383372054,0.5931153213064974,0.5980104714951819,0.5728524803874809,0.1919475808105299,0.4108550876119088,0.1290351604349522,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3981640477197791,0.0965181631129495,1.914504513408212e-06,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Bullet For My Valentine,Waking The Demon,['Matt Tuck'],['Distortion Guitar'],Intermediate,4/8,53,2008,0.306,0.995,-3.203,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693,['MatthewTuck'],['JasonJames'],['MichaelThomas'],[],0.1433384683358934,1.6893742939286786e-08,0.0547400042550665,0.0739525089747282,6.92008853050101e-10,0.050794889796038,0.4463512829615756,0.2620089918792396,0.5523869794451912,0.3077210586790206,0.3573453927048957,0.2738277911143182,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.1440587621466265,0.0550150796533332,1.6978636119886217e-08,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Blue Oyster Cult,Don't Fear The Reaper,"['EricBloom', 'BuckDharma']","['Electric Guitar (clean)', 'Guitar 1']",Beginner,2/8,75,1976,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,"['AllenLanier(1946-2013)', 'KasimSulton']","['RudySarzo', 'JoeBouchard']","['NealSmith', 'ThommyPrice', 'AlbertBouchard', 'ChuckBurgi']",[],0.1033799664373392,0.0001594291302771,0.0570130355419686,0.074285251822837,5.481835359699658e-06,0.0924156261303776,0.4574577188189977,0.1798782960517573,0.3475962255344174,0.3964657622158888,0.4861700102931955,0.2916078877306909,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.1115209993930305,0.0615027352124797,0.0001719839593064,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Led Zeppelin,Whole Lotta Love,['JimmyPage'],"['Distortion Guitar', 'Jimmy Page Guitar 1 (w/dist) ']",Intermediate,3/8,77,1969,0.412,0.902,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74,333893,['RobertPlant'],['JohnPaulJones'],['JohnBonham(1948-1980)'],[],0.0528175782110569,0.0057457774475787,0.2674232736475784,0.0312756197553631,0.0010939875118142,0.1977728930569222,0.3204480421967709,0.5996956959633817,0.4839532634287724,0.4361984695503698,0.4399053942030881,0.2713869047701271,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.0585560734047195,0.2964781304296878,0.0063700415161627,1.0,3.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Jimi Hendrix,Purple Haze,['Jimi Hendrix'],['Distortion Guitar'],Intermediate,3/8,71,1967,0.533,0.905,-5.27,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,,,,,0.2281673791765784,8.2133178803993e-05,0.1633933276934647,0.128912566401376,4.304754832873277e-06,0.0832206621914063,0.4958066596765345,0.3721626463318828,0.4998219664445475,0.1570544336126277,0.5997770745713072,0.1451964524647216,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2521186510238436,0.1805451134734416,9.07548937060696e-05,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Joe Satriani,"Always With Me, Always With You",['Melody'],['Distortion Guitar'],Intermediate,5/8,52,1987,0.575,0.295,-12.584,0.0326,0.484,0.703,0.0639,0.394,144.366,202533,,,,,0.0774742902138419,0.0173624553819609,0.078490957125934,0.0132395360309664,0.0079314578292704,0.076901633792711,0.5619342127875583,0.524199803514641,0.67677280554608,0.5121415585714472,0.2881228078238488,0.2013005297430024,Low,Low,Low,Medium,Medium,High,Low-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.2626247125892946,0.2660710411048612,0.0588557809557998,3.0,3.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Pantera,I'm Broken,['Dimebag Darrell'],['Distortion Guitar'],Intermediate,4/8,65,1994,0.419,0.878,-6.352,0.0553,0.000594,0.559,0.139,0.666,147.385,264800,"['PhilAnselmo', 'TerryLeeGlaze']",['RexBrown'],['VinniePaul(1964-2018)'],[],0.1317222065879609,4.672579909722617e-07,0.0560412265582399,0.1166725377128624,5.789768358680866e-08,0.0422816579823431,0.7014407167186396,0.9800089484163592,0.4509431504687416,0.2867760301731467,0.5783258787848843,0.2148469412773095,Low,Low,Low,High,High,Medium,Low-High,Low-High,Low-Medium,Advanced,Advanced,Intermidiate,0.1500252922414133,0.0638282762622323,5.321844999684073e-07,2.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Killswitch Engage,My Curse,['Adam D.'],['Distortion Guitar'],Intermediate,4/8,67,2006,0.197,0.956,-2.908,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,244773,,,,,0.4116005003532985,4.101559350431376e-07,0.2570981551403303,0.2869883594289849,1.8246377082541688e-08,0.1382963796440783,0.4523037608564303,0.456852942590454,0.5490873528214393,0.53432727146076,0.5587927674711102,0.1003905714763613,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4305444564365047,0.2689311246237765,4.290334048568385e-07,4.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Gary Moore,Parisienne Walkways,['Solo'],['Distortion Guitar'],Intermediate,3/8,42,1978,0.367,0.149,-18.256,0.0282,0.661,0.0696,0.132,0.233,87.795,200908,,,,,0.0260447761878673,2.176242887953873e-05,0.0611218493247408,0.004760354149955,2.2701241844272605e-06,0.0173623515146741,0.0,0.477932956766661,0.6343048287366982,0.0731442503030614,0.3677034400776764,0.3283826507894465,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.1747971556232707,0.4102137538573208,0.0001460565696613,2.0,4.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Disturbed,Down With The Sickness,['Dan Donegan'],"['Guitar', 'Distortion Guitar']",Intermediate,3/8,75,2000,0.695,0.876,-4.262,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213,['DavidDraiman'],"['JohnMoyer', 'SteveKmak']",['MikeWengren'],[],0.236744293010705,2.3066170837499912e-06,0.265900010249148,0.1260183236975328,1.778094750700125e-07,0.1552710685499072,0.2848348888103028,0.6362012816463076,0.4283743937406971,0.1064492868462355,0.3632260899850704,0.3201502835144809,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.2702560422496633,0.3035388244853288,2.633124524828757e-06,3.0,3.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Alice in Chains,Man In The Box,['Jerry Cantrell'],"['Lead Guitar', 'Distortion Guitar']",Beginner,2/8,75,1990,0.355,0.791,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,285200,"['LayneStaley(1967-2002)', 'WilliamDuvall']","['MikeStarr(1966-2011)', 'MikeInez']",['SeanKinney'],[],0.1780765197103476,2.514020721948828e-05,0.040219440843376,0.0872484082985843,8.28397428753465e-07,0.0909884780881977,0.3818818484241972,0.1311871634107572,0.4315931755100526,0.4969102127842756,0.4941209415225079,0.0394353403442692,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.2251283435023358,0.0508463221787308,3.178281570099656e-05,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Avenged Sevenfold,Nightmare,['Lead'],['Distortion Guitar'],Intermediate,3/8,71,2010,0.554,0.949,-4.928,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,374453,['MattShadows'],['JohnnyChrist'],"['JamesOwenSullivan(1981-2009)', 'MikePortnoy', 'BrooksWackerman', 'ArinIlejay']",[],0.2596388916195563,0.0766662049053084,0.0862589892405744,0.238060924232182,0.017404897901523,0.0905054554274698,0.5373849346943833,0.3454800031545977,0.582850970723102,0.0,0.2214557745258774,0.2297458496809795,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.2735920881133364,0.0908946145843777,0.0807863065387865,3.0,1.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
John Petrucci,Glasgow Kiss,,"['Distortion Guitar', 'Lead Guitar']",Advanced,6/8,40,2005,0.18,0.949,-4.43,0.101,0.000708,0.89,0.122,0.374,103.723,468787,,,,,0.4065453948660612,1.2312334439923e-08,0.1118629171957351,0.2138029648785284,1.8486831028988063e-09,0.0648714018452535,0.4766562003851874,0.6110193435802179,0.5927707437482437,0.3376210051525902,0.688937046521759,0.1909102521969718,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.4283934613973248,0.1178745175929769,1.2974008893491044e-08,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Francisco Tarrega,Gran Vals,,"['Acoustic Guitar (nylon)', 'N.Guitar']",Intermediate,3/8,38,2002,0.491,0.0549,-26.644,0.0665,0.988,0.889,0.0928,0.772,108.972,159507,,,,,4.569975942094786e-08,0.0368944599444097,3.64330451967568e-06,3.566710667138737e-09,0.0113786670191092,7.844438301206876e-08,0.6261557322400816,0.5676424410719798,0.5497201635570017,0.5405816573710608,0.5304244020141093,0.6447120939804502,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,8.324182043888499e-07,6.636255955693406e-05,0.6720302357815979,0.0,0.0,7.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Lamb Of God,Walk With Me In Hell,['MarkMorton'],"['Distortion Guitar', 'Mark Morton (Lead Guitar)']",Intermediate,4/8,59,2006,0.286,0.982,-3.828,0.131,3.39e-05,0.00675,0.309,0.118,110.629,311507,['RandyBlythe'],['ChrisAdler'],[],[],0.4690870995033221,7.924774457766925e-08,0.2826160706006381,0.2945650499669558,6.935519985910818e-09,0.1773549429377681,0.4623643109273916,0.4024167267071628,0.6639172513516267,0.2792039684762345,0.5492023755787083,0.1821866095155713,Medium,Low,Low,Medium,Medium,High,Medium-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.4776854373760917,0.2877964059069634,8.070035089375687e-08,5.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Stevie Ray Vaughan,Pride And Joy,['Stevie Ray Vaughan'],['Overdriven Guitar'],Intermediate,4/8,66,1983,0.427,0.626,-11.821,0.0385,0.0274,0.00395,0.106,0.743,126.877,219587,,,,,0.0798526692346958,8.785721966294117e-07,0.0663352373327319,0.0341763688835766,3.702697675995204e-08,0.1080725167033147,0.5321145838933661,0.5239825534214283,0.5856749306507539,0.0488904186490549,0.4271710583524106,0.1244252578315597,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.1275601744963192,0.1059668327998912,1.4034699626667918e-06,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Death,Voice Of The Soul,['Lead 1  Chuck Schuldiner'],['Distortion Guitar'],Intermediate,4/8,57,1998,0.158,0.572,-6.293,0.0346,0.000926,0.893,0.144,0.347,79.176,223933,,,,,0.0222569850478227,3.2628561556305966e-05,0.0029196801814507,0.0093482836915497,1.4524607377299229e-06,0.0005514689081094,0.2532488439187851,0.5454352626301706,0.5761558628196881,0.3203301382691439,0.5116651965412428,0.3088501886591479,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.0389108130206691,0.0051043359815572,5.7042939783751694e-05,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Jeff Buckley,Hallelujah,,['Acoustic Guitar (nylon)'],Beginner,2/8,70,1994,0.324,0.136,-10.33,0.0318,0.931,0.00117,0.176,0.0831,97.256,413827,,,,,1.7668126447338563e-06,0.0039467158221094,1.5513616010906766e-07,1.2564024569072762e-07,0.000915280843766,7.528476995591137e-09,0.761351964672347,0.5911157086429885,0.5562624514947568,0.5089792733863179,0.4420298494193201,0.8112802442466137,Low,Low,Low,High,Medium,Medium,Low-High,Low-Medium,Low-Medium,Advanced,Intermidiate,Intermidiate,1.2991269446572472e-05,1.1407070596254972e-06,0.0290199692802163,0.0,0.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Skillet,Monster,['Ben Kasica'],['Distortion Guitar'],Beginner,1/8,76,2009,0.64,0.957,-2.336,0.0741,0.0431,0.0,0.0789,0.692,134.992,178013,['JohnCooper'],"['JenLedger', 'LoriPeters']",[],[],0.4677402624502413,1.285585601984359e-07,0.1022943919758108,0.3195592085676709,1.5166602713771585e-08,0.0883028240246115,0.6318788804776361,0.2314432627643984,0.5320569425969065,0.0,0.3962716789953443,0.1250927271377525,Medium,Low,Low,Medium,Low,Medium,Medium-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.4887568050681728,0.1068906917197605,1.3433496363472926e-07,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Lil Peep,Star Shopping,,['Acoustic Guitar (steel)'],Intermediate,3/8,83,2015,0.585,0.471,-9.934,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,,,,,0.4148954814362927,0.0183536906443467,0.3630710866867652,0.1050358047098681,0.001573523216346,0.1862559322053608,0.4520877223510569,0.3543790252555094,0.311476725096681,0.6408209353113896,0.726710069191674,0.2282054984723047,Medium,Low,Medium,Medium,Medium,Low,Medium-Medium,Low-Medium,Medium-Low,Intermidiate,Intermidiate,Beginner,0.8808821261917043,0.7708515640907967,0.038967496060184,9.0,8.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Van Halen,Hot For Teacher,['Eddie Van Halen'],['Distortion Guitar'],Intermediate,5/8,68,1984,0.552,0.947,-4.671,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,"['DavidLeeRoth', 'SammyHagar', 'GaryCherone']",['MichaelAnthony'],['AlexVanHalen'],[],0.17982008151547,0.0113074371457171,0.116465362230885,0.1808612486884829,0.00145595788208,0.1300992815264161,0.5524734816692165,0.5168014297165083,0.641022502107883,0.0,0.2643288404924603,0.0283552087783341,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.1898839297945829,0.1229834870442291,0.0119402715371881,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Aerosmith,Walk This Way,"['JoePerry', 'BradWhitford']","['Overdriven Guitar', 'Rhythm Guitar 1']",Intermediate,3/8,75,1975,0.653,0.73,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,['StevenTyler'],['TomHamilton'],['JoeyKramer'],[],0.0994318896725308,0.0020140489447625,0.0333097372156019,0.0460325846908318,0.0003038738939358,0.0411272182119923,0.3152608933265322,0.2991035396832667,0.5645045378910778,0.0296535986271547,0.5206400202406911,0.2996196249267969,Low,Low,Low,Low,Low,Medium,Low-Low,Low-Low,Low-Medium,Beginner,Beginner,Intermidiate,0.1362080680445628,0.0456297770076738,0.0027589711572089,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Tool,The Pot,['AdamJones'],"['Distortion Guitar', 'Guitar 1 w/ delay']",Intermediate,3/8,68,2006,0.469,0.79,-6.889,0.0391,0.000148,0.372,0.282,0.466,107.45,381947,['MaynardJamesKeenan'],['JustinChancellor'],['DannyCarey'],[],0.2579555083432923,2.8992471774423257e-06,0.1139614928561378,0.1830049735631854,2.963777817854073e-07,0.0864718344156264,0.5520250286125639,0.3589664364006544,0.5204429904111687,0.2782093628619839,0.2295242121592898,0.1958167659626917,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3265259599282181,0.1442550542482757,3.669933136002944e-06,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Eric Clapton,Layla,['Eric Clapton'],['Acoustic Guitar (steel)'],Beginner,2/8,69,1992,0.558,0.524,-11.626,0.0459,0.321,0.000952,0.94,0.636,93.654,289027,,,,,0.111293148255794,0.0501447813013275,0.0635876931466168,0.0491078840447045,0.0369536719541437,0.0296711546141273,0.4061644035115062,0.4386663528857279,0.237894503403973,0.2279606377426575,0.1968909004968579,0.0,Low,Low,Low,Medium,Medium,Low,Low-Medium,Low-Medium,Low-Low,Intermidiate,Intermidiate,Beginner,0.2123915043049504,0.1213505594401084,0.0956961475216175,2.0,1.0,1.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Beginner']"
Jason Becker,Altitudes,['Jason Becker'],['Distortion Guitar'],Advanced,8/8,42,1988,0.198,0.687,-13.29,0.0467,0.0349,0.893,0.154,0.299,113.241,339573,,,,,0.0316351407397974,0.0042038622430308,0.015268093462066,0.0196113009250277,0.0009275877823066,0.0077529855411776,0.4912075099685292,0.5156110432356574,0.5291417495364448,0.038070499360778,0.5789494458432469,0.0694579527956417,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.0460482397959206,0.0222242990714207,0.0061191590146009,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Advanced', 'piano_Intermidiate', 'bass_Intermidiate']"
Lamb Of God,Laid To Rest,['Willie Adler'],['Distortion Guitar'],Intermediate,5/8,65,2004,0.366,0.956,-3.725,0.108,0.000293,0.00447,0.449,0.159,104.016,230127,['RandyBlythe'],['ChrisAdler'],[],[],0.6174108167935112,8.96391892236192e-05,0.0427237315538242,0.6079395673152571,4.861674410206959e-06,0.0168813493622141,0.6001622390296568,0.3600388068219999,0.6798256104911158,0.2192539467694989,0.5836360956249119,0.1030556979772128,Medium,Low,Low,Medium,Medium,High,Medium-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.645827214219154,0.0446900957675986,9.376484228412052e-05,6.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Iron Maiden,The Trooper,['Dave Murray'],['Distortion Guitar'],Intermediate,4/8,64,1983,0.285,0.908,-4.601,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,"['BruceDickinson', 'BayleyCooke']",['SteveHarris'],['NickoMcBrain'],[],0.2009834068953276,1.3131380394154496e-05,0.1087910657695154,0.1449522539889726,5.396636232874187e-07,0.0678234387463153,0.0815064606842669,0.7403579226794738,0.5428411315789563,0.3337123236288434,0.5052347149412505,0.1625552033154342,Low,Low,Low,Low,High,Medium,Low-Low,Low-High,Low-Medium,Beginner,Advanced,Intermidiate,0.221347364422167,0.1198139490853694,1.4461872680786888e-05,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Death,Symbolic,['Chuck Schuldiner'],['Distortion Guitar'],Intermediate,3/8,52,1995,0.364,0.982,-7.034,0.195,6.65e-05,0.0124,0.163,0.127,113.772,392800,,,,,0.0801550604838717,9.06105162835351e-06,0.0644954370495526,0.0906623528853129,4.187835937538083e-07,0.0262484261290414,0.7991861201901728,0.2585168586984419,0.6060769999174618,0.0577929784995285,0.475898465129602,0.1453221318062389,Low,Low,Low,High,Low,Medium,Low-High,Low-Low,Low-Medium,Advanced,Beginner,Intermidiate,0.0816242978450832,0.0656776344700128,9.227140151072822e-06,1.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Lamb Of God,Redneck,['Mark Morton'],['Distortion Guitar'],Intermediate,4/8,63,2006,0.512,0.996,-2.1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880,['RandyBlythe'],['ChrisAdler'],[],[],0.1645661873098148,7.679744941425047e-08,0.0881011804573335,0.1177939160303524,3.298540221926163e-09,0.0565428600005477,0.601846600803042,0.2846645175271858,0.557707768311926,0.1246176713259463,0.5587126582467496,0.0827018103806704,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.1652270956925851,0.0884550004591702,7.710587290587397e-08,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Mountain,Mississippi Queen,['Gtr 2'],['Distortion Guitar'],Intermediate,3/8,70,1970,0.581,0.624,-8.346,0.0777,0.0987,0.0,0.0411,0.637,139.714,151293,,,,,0.2231438473108056,7.239696093660784e-05,0.0710578951551316,0.1280380465608878,6.531568149309818e-06,0.0331421090369816,0.6935947774003752,0.4821118365004305,0.666552881511105,0.0457243186135252,0.5213553674618885,0.0691282189564772,Low,Low,Low,High,Medium,High,Low-High,Low-Medium,Low-High,Advanced,Intermidiate,Advanced,0.3576023194083423,0.1138748319793776,0.0001160207707317,4.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
